home,game_date,Target label,fg_pct_home,fg3_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pts_home,away,fg_pct_away,fg3_pct_away,oreb_away,dreb_away,ast_away,stl_away,blk_away,pts_away,season_type
San Antonio Spurs,2022-03-11,W,0.4,0.207,14.0,40.0,15.0,8.0,6.0,13.0,104,Utah Jazz,0.402,0.325,16.0,41.0,20.0,10.0,8.0,102,Regular Season
Los Angeles Lakers,2022-03-11,W,0.527,0.452,7.0,30.0,25.0,5.0,3.0,9.0,122,Washington Wizards,0.459,0.333,14.0,33.0,21.0,6.0,6.0,109,Regular Season
Atlanta Hawks,2022-03-11,W,0.478,0.29,15.0,32.0,28.0,5.0,3.0,10.0,112,LA Clippers,0.488,0.375,6.0,30.0,22.0,7.0,3.0,106,Regular Season
Chicago Bulls,2022-03-12,W,0.443,0.429,8.0,38.0,20.0,12.0,5.0,14.0,101,Cleveland Cavaliers,0.419,0.208,5.0,35.0,19.0,7.0,4.0,91,Regular Season
Utah Jazz,2022-03-12,W,0.558,0.39,10.0,34.0,21.0,4.0,5.0,10.0,134,Sacramento Kings,0.5,0.394,8.0,25.0,27.0,6.0,3.0,125,Regular Season
Denver Nuggets,2022-03-12,L,0.551,0.407,9.0,30.0,32.0,4.0,5.0,19.0,115,Toronto Raptors,0.471,0.387,23.0,27.0,28.0,12.0,6.0,127,Regular Season
Portland Trail Blazers,2022-03-12,W,0.516,0.367,12.0,31.0,21.0,10.0,3.0,11.0,127,Washington Wizards,0.47,0.412,9.0,26.0,26.0,7.0,8.0,118,Regular Season
Golden State Warriors,2022-03-12,W,0.484,0.4,12.0,43.0,33.0,3.0,7.0,12.0,122,Milwaukee Bucks,0.413,0.386,8.0,31.0,27.0,8.0,2.0,109,Regular Season
Miami Heat,2022-03-12,L,0.398,0.333,11.0,42.0,23.0,7.0,1.0,18.0,104,Minnesota Timberwolves,0.422,0.357,6.0,40.0,21.0,12.0,5.0,113,Regular Season
San Antonio Spurs,2022-03-12,L,0.412,0.324,15.0,37.0,28.0,6.0,3.0,12.0,108,Indiana Pacers,0.489,0.389,9.0,38.0,23.0,6.0,10.0,119,Regular Season
Brooklyn Nets,2022-03-13,W,0.494,0.207,12.0,27.0,30.0,11.0,3.0,14.0,110,New York Knicks,0.47,0.379,11.0,29.0,27.0,8.0,5.0,107,Regular Season
Detroit Pistons,2022-03-13,L,0.45,0.414,8.0,36.0,23.0,3.0,4.0,10.0,102,LA Clippers,0.449,0.333,11.0,35.0,25.0,5.0,3.0,106,Regular Season
Atlanta Hawks,2022-03-13,W,0.548,0.447,9.0,27.0,27.0,9.0,3.0,12.0,131,Indiana Pacers,0.517,0.429,15.0,28.0,23.0,7.0,4.0,128,Regular Season
Oklahoma City Thunder,2022-03-13,L,0.423,0.317,14.0,30.0,25.0,7.0,8.0,11.0,118,Memphis Grizzlies,0.471,0.379,20.0,37.0,30.0,8.0,5.0,125,Regular Season
Phoenix Suns,2022-03-13,W,0.569,0.364,14.0,37.0,36.0,12.0,5.0,11.0,140,Los Angeles Lakers,0.444,0.4,7.0,30.0,24.0,4.0,2.0,111,Regular Season
Orlando Magic,2022-03-13,L,0.451,0.419,8.0,42.0,28.0,7.0,7.0,12.0,114,Philadelphia 76ers,0.38,0.378,10.0,35.0,21.0,7.0,3.0,116,Regular Season
Boston Celtics,2022-03-13,L,0.375,0.243,11.0,34.0,16.0,8.0,3.0,11.0,92,Dallas Mavericks,0.446,0.405,4.0,38.0,20.0,7.0,5.0,95,Regular Season
New Orleans Pelicans,2022-03-13,W,0.516,0.313,14.0,31.0,30.0,17.0,3.0,11.0,130,Houston Rockets,0.506,0.387,9.0,30.0,24.0,3.0,4.0,105,Regular Season
Atlanta Hawks,2022-03-14,W,0.367,0.25,17.0,32.0,28.0,13.0,6.0,4.0,122,Portland Trail Blazers,0.5,0.417,11.0,45.0,25.0,4.0,9.0,113,Regular Season
Philadelphia 76ers,2022-03-14,L,0.429,0.364,11.0,37.0,25.0,8.0,6.0,13.0,110,Denver Nuggets,0.537,0.394,6.0,36.0,29.0,8.0,3.0,114,Regular Season
Los Angeles Lakers,2022-03-14,L,0.391,0.31,9.0,34.0,20.0,7.0,7.0,13.0,103,Toronto Raptors,0.406,0.27,19.0,45.0,24.0,8.0,9.0,114,Regular Season
Oklahoma City Thunder,2022-03-14,L,0.467,0.364,13.0,36.0,31.0,4.0,3.0,18.0,116,Charlotte Hornets,0.538,0.571,8.0,29.0,33.0,12.0,7.0,134,Regular Season
San Antonio Spurs,2022-03-14,L,0.536,0.371,9.0,27.0,33.0,5.0,11.0,15.0,139,Minnesota Timberwolves,0.578,0.515,7.0,33.0,28.0,8.0,3.0,149,Regular Season
Utah Jazz,2022-03-14,L,0.398,0.354,13.0,32.0,21.0,7.0,4.0,14.0,111,Milwaukee Bucks,0.465,0.387,6.0,36.0,21.0,10.0,3.0,117,Regular Season
Sacramento Kings,2022-03-14,W,0.476,0.4,7.0,38.0,25.0,10.0,3.0,16.0,112,Chicago Bulls,0.409,0.294,9.0,31.0,22.0,5.0,5.0,103,Regular Season
Cleveland Cavaliers,2022-03-14,W,0.477,0.5,12.0,37.0,28.0,7.0,4.0,12.0,120,LA Clippers,0.439,0.333,12.0,31.0,29.0,5.0,8.0,111,Regular Season
Golden State Warriors,2022-03-14,W,0.536,0.4,6.0,38.0,26.0,7.0,4.0,13.0,126,Washington Wizards,0.512,0.385,5.0,30.0,28.0,7.0,1.0,112,Regular Season
Indiana Pacers,2022-03-15,L,0.418,0.2,16.0,33.0,23.0,4.0,3.0,19.0,102,Memphis Grizzlies,0.514,0.375,18.0,33.0,38.0,11.0,11.0,135,Regular Season
Miami Heat,2022-03-15,W,0.403,0.364,7.0,37.0,20.0,1.0,1.0,13.0,105,Detroit Pistons,0.463,0.294,6.0,33.0,23.0,6.0,5.0,98,Regular Season
Orlando Magic,2022-03-15,L,0.379,0.366,11.0,26.0,25.0,2.0,4.0,12.0,108,Brooklyn Nets,0.602,0.593,7.0,41.0,35.0,9.0,4.0,150,Regular Season
New Orleans Pelicans,2022-03-15,L,0.5,0.353,13.0,32.0,29.0,7.0,4.0,17.0,115,Phoenix Suns,0.544,0.529,6.0,28.0,35.0,9.0,2.0,131,Regular Season
Cleveland Cavaliers,2022-03-16,L,0.488,0.321,8.0,31.0,25.0,9.0,4.0,9.0,114,Philadelphia 76ers,0.519,0.375,7.0,32.0,24.0,6.0,2.0,118,Regular Season
Minnesota Timberwolves,2022-03-16,W,0.444,0.405,15.0,36.0,22.0,7.0,6.0,17.0,124,Los Angeles Lakers,0.419,0.227,13.0,25.0,23.0,7.0,4.0,104,Regular Season
Washington Wizards,2022-03-16,L,0.471,0.217,13.0,35.0,26.0,7.0,8.0,11.0,109,Denver Nuggets,0.511,0.405,8.0,33.0,30.0,7.0,3.0,127,Regular Season
New York Knicks,2022-03-16,W,0.5,0.421,9.0,38.0,31.0,9.0,8.0,11.0,128,Portland Trail Blazers,0.44,0.324,10.0,31.0,26.0,1.0,3.0,98,Regular Season
Sacramento Kings,2022-03-16,L,0.489,0.372,7.0,32.0,27.0,8.0,5.0,15.0,126,Milwaukee Bucks,0.528,0.514,8.0,39.0,21.0,12.0,3.0,135,Regular Season
Brooklyn Nets,2022-03-16,L,0.495,0.346,19.0,26.0,28.0,2.0,2.0,11.0,111,Dallas Mavericks,0.494,0.353,9.0,28.0,21.0,5.0,2.0,113,Regular Season
Houston Rockets,2022-03-16,L,0.494,0.41,9.0,24.0,26.0,9.0,3.0,12.0,112,Phoenix Suns,0.558,0.394,13.0,36.0,32.0,5.0,4.0,129,Regular Season
San Antonio Spurs,2022-03-16,W,0.439,0.463,15.0,33.0,31.0,10.0,2.0,12.0,122,Oklahoma City Thunder,0.524,0.371,10.0,37.0,24.0,11.0,1.0,120,Regular Season
LA Clippers,2022-03-16,L,0.487,0.367,10.0,31.0,27.0,7.0,2.0,14.0,100,Toronto Raptors,0.458,0.344,13.0,30.0,14.0,5.0,1.0,103,Regular Season
Utah Jazz,2022-03-16,W,0.506,0.487,10.0,37.0,20.0,8.0,6.0,17.0,125,Chicago Bulls,0.473,0.353,5.0,32.0,28.0,10.0,2.0,110,Regular Season
Charlotte Hornets,2022-03-16,W,0.494,0.314,11.0,32.0,30.0,8.0,8.0,9.0,116,Atlanta Hawks,0.43,0.351,12.0,31.0,28.0,6.0,2.0,106,Regular Season
Golden State Warriors,2022-03-16,L,0.372,0.229,7.0,31.0,19.0,8.0,4.0,8.0,88,Boston Celtics,0.469,0.375,8.0,45.0,23.0,4.0,4.0,110,Regular Season
Orlando Magic,2022-03-17,L,0.485,0.367,10.0,35.0,24.0,3.0,4.0,14.0,120,Detroit Pistons,0.5,0.465,10.0,35.0,34.0,11.0,3.0,134,Regular Season
Atlanta Hawks,2022-03-18,W,0.495,0.464,7.0,33.0,28.0,12.0,6.0,10.0,120,Memphis Grizzlies,0.465,0.364,15.0,33.0,18.0,6.0,10.0,105,Regular Season
New York Knicks,2022-03-18,W,0.344,0.303,19.0,41.0,18.0,9.0,3.0,13.0,100,Washington Wizards,0.43,0.382,3.0,35.0,19.0,2.0,6.0,97,Regular Season
Brooklyn Nets,2022-03-18,W,0.584,0.4,13.0,32.0,24.0,7.0,4.0,21.0,128,Portland Trail Blazers,0.5,0.371,17.0,20.0,29.0,14.0,4.0,123,Regular Season
Philadelphia 76ers,2022-03-18,W,0.493,0.421,5.0,33.0,23.0,9.0,4.0,12.0,111,Dallas Mavericks,0.463,0.375,11.0,29.0,21.0,4.0,3.0,101,Regular Season
Toronto Raptors,2022-03-18,L,0.505,0.324,16.0,30.0,25.0,8.0,2.0,12.0,123,Los Angeles Lakers,0.49,0.442,13.0,30.0,33.0,6.0,4.0,128,Regular Season
Miami Heat,2022-03-18,W,0.484,0.353,11.0,35.0,25.0,5.0,0.0,6.0,120,Oklahoma City Thunder,0.476,0.294,11.0,36.0,19.0,4.0,5.0,108,Regular Season
San Antonio Spurs,2022-03-18,L,0.36,0.25,8.0,32.0,22.0,5.0,4.0,16.0,91,New Orleans Pelicans,0.5,0.412,13.0,45.0,24.0,13.0,4.0,124,Regular Season
Utah Jazz,2022-03-18,W,0.485,0.364,15.0,44.0,30.0,9.0,5.0,12.0,121,LA Clippers,0.36,0.314,8.0,35.0,23.0,10.0,8.0,92,Regular Season
Houston Rockets,2022-03-18,L,0.494,0.444,5.0,37.0,24.0,9.0,8.0,16.0,118,Indiana Pacers,0.465,0.326,16.0,30.0,29.0,7.0,4.0,121,Regular Season
Sacramento Kings,2022-03-18,L,0.418,0.361,8.0,29.0,23.0,5.0,6.0,16.0,97,Boston Celtics,0.561,0.55,6.0,37.0,33.0,11.0,1.0,126,Regular Season
Phoenix Suns,2022-03-18,W,0.56,0.44,10.0,39.0,23.0,5.0,4.0,13.0,129,Chicago Bulls,0.412,0.259,13.0,24.0,20.0,6.0,0.0,102,Regular Season
Cleveland Cavaliers,2022-03-18,W,0.449,0.378,15.0,31.0,31.0,11.0,4.0,11.0,119,Denver Nuggets,0.5,0.303,13.0,38.0,35.0,6.0,3.0,116,Regular Season
Charlotte Hornets,2022-03-19,W,0.5,0.476,10.0,36.0,33.0,8.0,8.0,9.0,129,Dallas Mavericks,0.438,0.368,12.0,32.0,18.0,4.0,4.0,108,Regular Season
Washington Wizards,2022-03-19,W,0.518,0.419,7.0,29.0,30.0,10.0,1.0,8.0,127,Los Angeles Lakers,0.527,0.371,9.0,32.0,25.0,3.0,1.0,119,Regular Season
Minnesota Timberwolves,2022-03-19,W,0.511,0.468,8.0,36.0,30.0,12.0,2.0,11.0,138,Milwaukee Bucks,0.443,0.365,14.0,37.0,27.0,6.0,4.0,119,Regular Season
Cleveland Cavaliers,2022-03-19,W,0.511,0.385,12.0,32.0,28.0,7.0,4.0,16.0,113,Detroit Pistons,0.482,0.433,10.0,28.0,23.0,10.0,6.0,109,Regular Season
Atlanta Hawks,2022-03-20,L,0.471,0.313,7.0,33.0,22.0,7.0,4.0,16.0,112,New Orleans Pelicans,0.448,0.333,18.0,36.0,22.0,12.0,1.0,117,Regular Season
Sacramento Kings,2022-03-20,L,0.429,0.471,9.0,33.0,27.0,12.0,2.0,15.0,124,Phoenix Suns,0.5,0.429,10.0,40.0,25.0,12.0,5.0,127,Regular Season
Houston Rockets,2022-03-20,L,0.43,0.323,5.0,40.0,26.0,6.0,3.0,17.0,98,Memphis Grizzlies,0.479,0.471,7.0,44.0,26.0,14.0,6.0,122,Regular Season
New York Knicks,2022-03-20,L,0.373,0.4,10.0,27.0,20.0,7.0,2.0,11.0,93,Utah Jazz,0.459,0.37,9.0,40.0,16.0,9.0,11.0,108,Regular Season
Golden State Warriors,2022-03-20,L,0.456,0.333,20.0,37.0,26.0,5.0,1.0,15.0,108,San Antonio Spurs,0.388,0.375,17.0,27.0,25.0,7.0,2.0,110,Regular Season
Orlando Magic,2022-03-20,W,0.386,0.226,15.0,45.0,22.0,11.0,4.0,21.0,90,Oklahoma City Thunder,0.326,0.271,14.0,33.0,19.0,13.0,7.0,85,Regular Season
Philadelphia 76ers,2022-03-20,L,0.411,0.259,5.0,35.0,21.0,7.0,5.0,10.0,88,Toronto Raptors,0.376,0.269,20.0,36.0,16.0,5.0,4.0,93,Regular Season
Denver Nuggets,2022-03-20,L,0.402,0.359,13.0,28.0,22.0,4.0,3.0,11.0,104,Boston Celtics,0.573,0.475,5.0,33.0,29.0,4.0,6.0,124,Regular Season
Indiana Pacers,2022-03-20,W,0.571,0.429,11.0,30.0,38.0,10.0,2.0,16.0,129,Portland Trail Blazers,0.469,0.273,10.0,22.0,23.0,10.0,3.0,98,Regular Season
Chicago Bulls,2022-03-21,W,0.489,0.393,14.0,28.0,28.0,6.0,7.0,6.0,113,Toronto Raptors,0.44,0.188,14.0,35.0,26.0,5.0,6.0,99,Regular Season
Cleveland Cavaliers,2022-03-21,L,0.523,0.359,8.0,30.0,29.0,3.0,2.0,12.0,120,Los Angeles Lakers,0.564,0.375,9.0,32.0,34.0,7.0,3.0,131,Regular Season
Detroit Pistons,2022-03-21,L,0.424,0.257,12.0,36.0,22.0,8.0,5.0,20.0,115,Portland Trail Blazers,0.42,0.286,17.0,30.0,22.0,15.0,7.0,119,Regular Season
Philadelphia 76ers,2022-03-21,W,0.5,0.405,11.0,34.0,26.0,6.0,4.0,12.0,113,Miami Heat,0.475,0.303,4.0,30.0,23.0,6.0,4.0,106,Regular Season
Oklahoma City Thunder,2022-03-21,L,0.516,0.459,10.0,32.0,23.0,5.0,4.0,11.0,123,Boston Celtics,0.512,0.375,6.0,36.0,22.0,8.0,7.0,132,Regular Season
Brooklyn Nets,2022-03-21,W,0.542,0.367,7.0,34.0,31.0,5.0,4.0,14.0,114,Utah Jazz,0.446,0.359,11.0,26.0,18.0,8.0,7.0,106,Regular Season
Houston Rockets,2022-03-21,W,0.494,0.513,6.0,38.0,30.0,5.0,8.0,13.0,115,Washington Wizards,0.412,0.207,10.0,37.0,24.0,7.0,6.0,97,Regular Season
Charlotte Hornets,2022-03-21,W,0.506,0.351,5.0,30.0,34.0,5.0,10.0,17.0,106,New Orleans Pelicans,0.444,0.375,15.0,32.0,23.0,9.0,4.0,103,Regular Season
Dallas Mavericks,2022-03-21,W,0.482,0.304,7.0,40.0,27.0,5.0,3.0,12.0,110,Minnesota Timberwolves,0.396,0.361,15.0,35.0,21.0,9.0,3.0,108,Regular Season
Milwaukee Bucks,2022-03-22,W,0.61,0.429,5.0,48.0,26.0,4.0,6.0,15.0,126,Chicago Bulls,0.424,0.394,5.0,28.0,21.0,9.0,4.0,98,Regular Season
New York Knicks,2022-03-22,L,0.488,0.382,14.0,27.0,20.0,12.0,4.0,14.0,111,Atlanta Hawks,0.494,0.417,10.0,33.0,26.0,7.0,5.0,117,Regular Season
Denver Nuggets,2022-03-22,W,0.542,0.5,6.0,34.0,31.0,4.0,5.0,11.0,127,LA Clippers,0.488,0.313,6.0,29.0,27.0,3.0,7.0,115,Regular Season
Orlando Magic,2022-03-22,W,0.43,0.278,6.0,33.0,25.0,9.0,6.0,14.0,94,Golden State Warriors,0.4,0.344,12.0,36.0,21.0,6.0,3.0,90,Regular Season
Minnesota Timberwolves,2022-03-23,L,0.442,0.302,15.0,30.0,27.0,5.0,5.0,12.0,116,Phoenix Suns,0.523,0.364,11.0,32.0,30.0,6.0,9.0,125,Regular Season
Dallas Mavericks,2022-03-23,W,0.488,0.242,8.0,34.0,24.0,9.0,1.0,13.0,110,Houston Rockets,0.402,0.143,12.0,33.0,17.0,8.0,5.0,91,Regular Season
Oklahoma City Thunder,2022-03-23,W,0.481,0.415,5.0,39.0,21.0,6.0,6.0,12.0,118,Orlando Magic,0.387,0.333,9.0,36.0,24.0,3.0,3.0,102,Regular Season
Miami Heat,2022-03-23,L,0.435,0.389,8.0,26.0,26.0,8.0,1.0,10.0,104,Golden State Warriors,0.519,0.417,7.0,38.0,23.0,5.0,2.0,118,Regular Season
Memphis Grizzlies,2022-03-23,W,0.465,0.5,16.0,30.0,28.0,8.0,7.0,13.0,132,Brooklyn Nets,0.494,0.36,10.0,29.0,18.0,6.0,10.0,120,Regular Season
Boston Celtics,2022-03-23,W,0.595,0.528,8.0,31.0,37.0,8.0,10.0,13.0,125,Utah Jazz,0.398,0.222,16.0,24.0,13.0,8.0,1.0,97,Regular Season
Portland Trail Blazers,2022-03-23,L,0.383,0.269,12.0,31.0,18.0,5.0,5.0,18.0,96,San Antonio Spurs,0.489,0.432,14.0,39.0,34.0,8.0,11.0,133,Regular Season
Detroit Pistons,2022-03-23,W,0.5,0.364,9.0,45.0,30.0,10.0,4.0,16.0,122,Atlanta Hawks,0.402,0.318,9.0,31.0,21.0,8.0,3.0,101,Regular Season
Indiana Pacers,2022-03-23,L,0.462,0.389,10.0,32.0,34.0,11.0,3.0,15.0,109,Sacramento Kings,0.524,0.324,4.0,32.0,26.0,7.0,3.0,110,Regular Season
Charlotte Hornets,2022-03-23,L,0.472,0.283,14.0,31.0,26.0,5.0,4.0,11.0,106,New York Knicks,0.518,0.444,6.0,34.0,30.0,5.0,3.0,121,Regular Season
Los Angeles Lakers,2022-03-23,L,0.515,0.367,11.0,34.0,25.0,6.0,3.0,12.0,121,Philadelphia 76ers,0.516,0.37,8.0,35.0,26.0,7.0,5.0,126,Regular Season
Milwaukee Bucks,2022-03-24,W,0.519,0.457,4.0,37.0,23.0,5.0,2.0,16.0,114,Washington Wizards,0.467,0.289,12.0,29.0,25.0,9.0,1.0,102,Regular Season
New Orleans Pelicans,2022-03-24,W,0.494,0.414,10.0,33.0,23.0,10.0,2.0,11.0,126,Chicago Bulls,0.513,0.412,4.0,29.0,25.0,5.0,4.0,109,Regular Season
Denver Nuggets,2022-03-24,L,0.593,0.469,10.0,27.0,27.0,5.0,2.0,17.0,130,Phoenix Suns,0.605,0.481,5.0,24.0,32.0,7.0,3.0,140,Regular Season
Memphis Grizzlies,2022-03-24,W,0.538,0.5,16.0,39.0,34.0,8.0,9.0,17.0,133,Indiana Pacers,0.424,0.273,9.0,22.0,20.0,7.0,8.0,103,Regular Season
Toronto Raptors,2022-03-24,W,0.472,0.432,13.0,27.0,26.0,9.0,5.0,9.0,117,Cleveland Cavaliers,0.468,0.4,9.0,27.0,24.0,4.0,3.0,104,Regular Season
Portland Trail Blazers,2022-03-25,L,0.506,0.15,13.0,25.0,28.0,6.0,3.0,17.0,106,Houston Rockets,0.518,0.422,9.0,28.0,27.0,12.0,3.0,125,Regular Season
Miami Heat,2022-03-25,L,0.5,0.364,8.0,27.0,18.0,6.0,3.0,15.0,103,New York Knicks,0.439,0.34,17.0,25.0,23.0,8.0,2.0,111,Regular Season
Minnesota Timberwolves,2022-03-25,W,0.512,0.344,6.0,39.0,26.0,4.0,2.0,9.0,116,Dallas Mavericks,0.389,0.233,10.0,35.0,21.0,4.0,5.0,95,Regular Season
Atlanta Hawks,2022-03-25,W,0.517,0.378,12.0,32.0,27.0,11.0,4.0,12.0,121,Golden State Warriors,0.478,0.341,14.0,33.0,27.0,4.0,1.0,110,Regular Season
Charlotte Hornets,2022-03-25,W,0.466,0.382,16.0,29.0,26.0,7.0,3.0,10.0,107,Utah Jazz,0.452,0.362,9.0,29.0,25.0,7.0,2.0,101,Regular Season
LA Clippers,2022-03-25,L,0.4,0.32,9.0,30.0,19.0,7.0,7.0,16.0,97,Philadelphia 76ers,0.467,0.429,12.0,40.0,23.0,12.0,8.0,122,Regular Season
Detroit Pistons,2022-03-25,L,0.411,0.188,10.0,38.0,19.0,9.0,8.0,15.0,97,Washington Wizards,0.434,0.3,5.0,40.0,23.0,6.0,7.0,100,Regular Season
Memphis Grizzlies,2022-03-26,W,0.48,0.351,16.0,38.0,30.0,10.0,9.0,8.0,127,Milwaukee Bucks,0.398,0.219,14.0,32.0,19.0,4.0,7.0,102,Regular Season
Miami Heat,2022-03-26,L,0.44,0.294,6.0,33.0,20.0,7.0,5.0,24.0,95,Brooklyn Nets,0.47,0.333,11.0,29.0,26.0,15.0,5.0,110,Regular Season
Toronto Raptors,2022-03-26,W,0.607,0.469,9.0,33.0,34.0,9.0,3.0,6.0,131,Indiana Pacers,0.418,0.306,9.0,26.0,23.0,5.0,3.0,91,Regular Season
New Orleans Pelicans,2022-03-26,L,0.444,0.313,12.0,30.0,23.0,4.0,11.0,8.0,103,San Antonio Spurs,0.424,0.269,16.0,33.0,22.0,4.0,6.0,107,Regular Season
Cleveland Cavaliers,2022-03-26,L,0.415,0.226,15.0,31.0,17.0,7.0,3.0,13.0,94,Chicago Bulls,0.48,0.238,6.0,31.0,23.0,6.0,1.0,98,Regular Season
Orlando Magic,2022-03-26,L,0.425,0.361,15.0,42.0,27.0,9.0,3.0,13.0,110,Sacramento Kings,0.429,0.306,18.0,41.0,24.0,4.0,4.0,114,Regular Season
Denver Nuggets,2022-03-26,W,0.482,0.258,10.0,37.0,33.0,11.0,5.0,15.0,113,Oklahoma City Thunder,0.464,0.389,5.0,31.0,29.0,8.0,5.0,107,Regular Season
Portland Trail Blazers,2022-03-26,L,0.398,0.3,21.0,30.0,21.0,14.0,4.0,23.0,98,Houston Rockets,0.524,0.429,8.0,30.0,34.0,12.0,8.0,115,Regular Season
Washington Wizards,2022-03-27,W,0.524,0.571,5.0,37.0,33.0,5.0,8.0,12.0,123,Golden State Warriors,0.427,0.242,13.0,33.0,20.0,8.0,2.0,115,Regular Season
Boston Celtics,2022-03-27,W,0.563,0.436,10.0,35.0,27.0,7.0,5.0,13.0,134,Minnesota Timberwolves,0.536,0.438,4.0,26.0,26.0,7.0,3.0,112,Regular Season
New Orleans Pelicans,2022-03-27,W,0.484,0.333,12.0,29.0,25.0,10.0,1.0,7.0,116,Los Angeles Lakers,0.525,0.4,7.0,32.0,26.0,5.0,2.0,108,Regular Season
Detroit Pistons,2022-03-27,L,0.459,0.276,9.0,28.0,23.0,8.0,5.0,10.0,102,New York Knicks,0.4,0.317,13.0,38.0,19.0,8.0,8.0,104,Regular Season
Brooklyn Nets,2022-03-27,L,0.443,0.206,14.0,36.0,30.0,9.0,11.0,11.0,110,Charlotte Hornets,0.429,0.531,17.0,36.0,26.0,6.0,2.0,119,Regular Season
Phoenix Suns,2022-03-27,W,0.517,0.481,5.0,35.0,24.0,5.0,5.0,13.0,114,Philadelphia 76ers,0.416,0.278,12.0,33.0,22.0,6.0,4.0,104,Regular Season
Dallas Mavericks,2022-03-27,W,0.519,0.5,10.0,35.0,21.0,3.0,2.0,10.0,114,Utah Jazz,0.461,0.353,7.0,29.0,23.0,5.0,1.0,100,Regular Season
Houston Rockets,2022-03-28,L,0.413,0.408,10.0,34.0,26.0,5.0,9.0,12.0,120,San Antonio Spurs,0.47,0.241,17.0,39.0,28.0,11.0,5.0,123,Regular Season
Toronto Raptors,2022-03-28,W,0.434,0.256,16.0,36.0,16.0,10.0,11.0,10.0,115,Boston Celtics,0.411,0.3,16.0,41.0,23.0,5.0,7.0,112,Regular Season
Charlotte Hornets,2022-03-28,L,0.473,0.31,8.0,32.0,33.0,11.0,3.0,15.0,109,Denver Nuggets,0.465,0.364,17.0,34.0,29.0,7.0,3.0,113,Regular Season
Cleveland Cavaliers,2022-03-28,W,0.446,0.317,6.0,35.0,26.0,11.0,4.0,15.0,107,Orlando Magic,0.483,0.27,8.0,37.0,31.0,6.0,1.0,101,Regular Season
Miami Heat,2022-03-28,W,0.544,0.475,10.0,38.0,30.0,7.0,1.0,16.0,123,Sacramento Kings,0.457,0.343,5.0,27.0,21.0,6.0,2.0,100,Regular Season
New York Knicks,2022-03-28,W,0.427,0.343,13.0,33.0,19.0,4.0,4.0,6.0,109,Chicago Bulls,0.43,0.261,6.0,41.0,16.0,6.0,3.0,104,Regular Season
Memphis Grizzlies,2022-03-28,W,0.467,0.4,13.0,39.0,26.0,11.0,3.0,14.0,123,Golden State Warriors,0.407,0.31,7.0,33.0,18.0,6.0,7.0,95,Regular Season
Indiana Pacers,2022-03-28,L,0.517,0.472,8.0,20.0,32.0,7.0,6.0,14.0,123,Atlanta Hawks,0.547,0.486,13.0,27.0,32.0,11.0,4.0,132,Regular Season
Portland Trail Blazers,2022-03-28,L,0.455,0.4,19.0,28.0,28.0,17.0,5.0,11.0,131,Oklahoma City Thunder,0.533,0.444,11.0,38.0,32.0,7.0,3.0,134,Regular Season
Brooklyn Nets,2022-03-29,W,0.553,0.536,8.0,33.0,24.0,9.0,6.0,19.0,130,Detroit Pistons,0.485,0.421,16.0,23.0,28.0,11.0,4.0,123,Regular Season
Philadelphia 76ers,2022-03-29,L,0.483,0.39,5.0,35.0,28.0,7.0,3.0,9.0,116,Milwaukee Bucks,0.5,0.368,9.0,39.0,26.0,5.0,4.0,118,Regular Season
Washington Wizards,2022-03-29,L,0.481,0.231,7.0,30.0,25.0,6.0,7.0,14.0,94,Chicago Bulls,0.506,0.333,6.0,30.0,26.0,9.0,1.0,107,Regular Season
Dallas Mavericks,2022-03-29,W,0.517,0.435,11.0,35.0,27.0,5.0,1.0,8.0,128,Los Angeles Lakers,0.449,0.273,14.0,34.0,20.0,7.0,2.0,110,Regular Season
LA Clippers,2022-03-29,W,0.494,0.417,10.0,23.0,21.0,8.0,4.0,11.0,121,Utah Jazz,0.551,0.387,10.0,28.0,23.0,5.0,5.0,115,Regular Season
Indiana Pacers,2022-03-30,L,0.454,0.3,18.0,19.0,29.0,11.0,4.0,8.0,118,Denver Nuggets,0.625,0.429,8.0,35.0,33.0,6.0,4.0,125,Regular Season
Cleveland Cavaliers,2022-03-30,L,0.506,0.44,9.0,30.0,24.0,7.0,3.0,15.0,112,Dallas Mavericks,0.523,0.381,9.0,29.0,28.0,6.0,6.0,120,Regular Season
Houston Rockets,2022-03-30,L,0.457,0.31,12.0,39.0,23.0,7.0,4.0,18.0,118,Sacramento Kings,0.463,0.269,13.0,31.0,21.0,7.0,10.0,121,Regular Season
San Antonio Spurs,2022-03-30,L,0.506,0.4,7.0,30.0,26.0,8.0,1.0,15.0,111,Memphis Grizzlies,0.484,0.41,12.0,28.0,26.0,8.0,5.0,112,Regular Season
Portland Trail Blazers,2022-03-30,L,0.459,0.333,13.0,28.0,30.0,7.0,4.0,22.0,107,New Orleans Pelicans,0.513,0.25,12.0,28.0,26.0,16.0,6.0,117,Regular Season
Golden State Warriors,2022-03-30,L,0.422,0.342,10.0,38.0,26.0,7.0,4.0,21.0,103,Phoenix Suns,0.413,0.25,12.0,34.0,20.0,9.0,1.0,107,Regular Season
Oklahoma City Thunder,2022-03-30,L,0.471,0.415,10.0,32.0,31.0,5.0,2.0,18.0,118,Atlanta Hawks,0.538,0.462,6.0,37.0,28.0,10.0,4.0,136,Regular Season
