home,game_date,Target label,fg_pct_home,fg3_pct_home,oreb_home,dreb_home,ast_home,stl_home,blk_home,tov_home,pts_home,away,fg_pct_away,fg3_pct_away,oreb_away,dreb_away,ast_away,stl_away,blk_away,pts_away,season_type
Milwaukee Bucks,2018-11-04,W,0.484,0.393,10.0,46.0,30.0,6.0,7.0,13.0,144,Sacramento Kings,0.442,0.389,8.0,36.0,24.0,6.0,4.0,109,Regular Season
Los Angeles Lakers,2018-11-04,L,0.459,0.25,6.0,32.0,25.0,6.0,4.0,16.0,107,Toronto Raptors,0.5,0.286,13.0,36.0,32.0,9.0,4.0,121,Regular Season
LA Clippers,2018-11-05,W,0.489,0.452,13.0,30.0,30.0,5.0,4.0,12.0,120,Minnesota Timberwolves,0.471,0.238,8.0,30.0,20.0,9.0,8.0,109,Regular Season
Denver Nuggets,2018-11-05,W,0.456,0.382,15.0,32.0,25.0,5.0,4.0,13.0,115,Boston Celtics,0.506,0.29,7.0,33.0,22.0,9.0,9.0,107,Regular Season
Oklahoma City Thunder,2018-11-05,W,0.484,0.37,9.0,32.0,26.0,15.0,3.0,12.0,122,New Orleans Pelicans,0.488,0.31,11.0,34.0,27.0,8.0,5.0,116,Regular Season
Golden State Warriors,2018-11-05,W,0.506,0.542,8.0,38.0,29.0,4.0,4.0,13.0,117,Memphis Grizzlies,0.458,0.333,4.0,26.0,31.0,8.0,8.0,101,Regular Season
Indiana Pacers,2018-11-05,L,0.44,0.286,7.0,32.0,17.0,8.0,3.0,16.0,94,Houston Rockets,0.447,0.319,5.0,34.0,23.0,9.0,6.0,98,Regular Season
New York Knicks,2018-11-05,L,0.387,0.269,21.0,41.0,20.0,7.0,6.0,18.0,115,Chicago Bulls,0.453,0.267,11.0,37.0,15.0,9.0,9.0,116,Regular Season
Orlando Magic,2018-11-05,W,0.448,0.324,10.0,30.0,22.0,11.0,5.0,15.0,102,Cleveland Cavaliers,0.513,0.435,8.0,34.0,20.0,8.0,2.0,100,Regular Season
Detroit Pistons,2018-11-05,L,0.41,0.314,21.0,39.0,27.0,8.0,3.0,19.0,115,Miami Heat,0.449,0.387,9.0,41.0,24.0,10.0,8.0,120,Regular Season
Utah Jazz,2018-11-05,L,0.442,0.258,12.0,28.0,29.0,10.0,4.0,12.0,111,Toronto Raptors,0.57,0.394,7.0,36.0,21.0,9.0,3.0,124,Regular Season
Dallas Mavericks,2018-11-06,W,0.476,0.441,10.0,40.0,25.0,4.0,6.0,18.0,119,Washington Wizards,0.425,0.314,5.0,27.0,27.0,8.0,6.0,100,Regular Season
Phoenix Suns,2018-11-06,L,0.346,0.36,9.0,40.0,16.0,4.0,3.0,20.0,82,Brooklyn Nets,0.446,0.25,13.0,39.0,22.0,9.0,5.0,104,Regular Season
Portland Trail Blazers,2018-11-06,W,0.527,0.395,11.0,40.0,23.0,7.0,3.0,12.0,118,Milwaukee Bucks,0.435,0.381,12.0,30.0,26.0,2.0,1.0,103,Regular Season
Charlotte Hornets,2018-11-06,W,0.489,0.419,8.0,35.0,27.0,9.0,4.0,21.0,113,Atlanta Hawks,0.482,0.2,7.0,30.0,22.0,13.0,9.0,102,Regular Season
Utah Jazz,2018-11-07,W,0.483,0.351,8.0,27.0,31.0,12.0,10.0,12.0,117,Dallas Mavericks,0.397,0.333,12.0,37.0,14.0,3.0,4.0,102,Regular Season
Memphis Grizzlies,2018-11-07,W,0.429,0.381,8.0,28.0,19.0,7.0,7.0,18.0,89,Denver Nuggets,0.39,0.25,13.0,28.0,19.0,9.0,3.0,87,Regular Season
Los Angeles Lakers,2018-11-07,W,0.484,0.441,12.0,35.0,32.0,6.0,4.0,16.0,114,Minnesota Timberwolves,0.451,0.5,11.0,29.0,22.0,10.0,5.0,110,Regular Season
Cleveland Cavaliers,2018-11-07,L,0.371,0.29,12.0,39.0,17.0,3.0,4.0,20.0,86,Oklahoma City Thunder,0.417,0.259,7.0,37.0,10.0,13.0,9.0,95,Regular Season
Indiana Pacers,2018-11-07,L,0.394,0.258,8.0,33.0,19.0,9.0,6.0,12.0,94,Philadelphia 76ers,0.456,0.313,5.0,38.0,24.0,7.0,8.0,100,Regular Season
New Orleans Pelicans,2018-11-07,W,0.447,0.367,11.0,44.0,32.0,5.0,10.0,15.0,107,Chicago Bulls,0.396,0.29,7.0,39.0,18.0,9.0,7.0,98,Regular Season
Miami Heat,2018-11-07,W,0.387,0.313,14.0,46.0,21.0,8.0,11.0,13.0,95,San Antonio Spurs,0.33,0.406,12.0,37.0,19.0,8.0,5.0,88,Regular Season
Atlanta Hawks,2018-11-07,L,0.402,0.289,15.0,30.0,26.0,5.0,9.0,17.0,107,New York Knicks,0.442,0.367,11.0,37.0,15.0,8.0,7.0,112,Regular Season
Orlando Magic,2018-11-07,L,0.46,0.333,6.0,34.0,28.0,10.0,8.0,21.0,96,Detroit Pistons,0.411,0.297,13.0,37.0,21.0,13.0,1.0,103,Regular Season
Sacramento Kings,2018-11-07,L,0.477,0.348,6.0,25.0,27.0,10.0,5.0,15.0,105,Toronto Raptors,0.461,0.306,13.0,40.0,17.0,10.0,4.0,114,Regular Season
Portland Trail Blazers,2018-11-08,W,0.412,0.385,14.0,39.0,18.0,4.0,8.0,7.0,116,LA Clippers,0.461,0.348,7.0,34.0,19.0,2.0,10.0,105,Regular Season
Phoenix Suns,2018-11-08,L,0.441,0.314,4.0,38.0,25.0,10.0,6.0,15.0,109,Boston Celtics,0.402,0.378,17.0,39.0,21.0,6.0,6.0,116,Regular Season
Golden State Warriors,2018-11-08,L,0.483,0.357,8.0,30.0,31.0,5.0,6.0,18.0,111,Milwaukee Bucks,0.515,0.257,13.0,33.0,33.0,11.0,7.0,134,Regular Season
Oklahoma City Thunder,2018-11-08,W,0.444,0.243,13.0,39.0,18.0,10.0,4.0,15.0,98,Houston Rockets,0.378,0.262,12.0,27.0,16.0,9.0,3.0,80,Regular Season
Atlanta Hawks,2018-11-09,L,0.456,0.25,9.0,44.0,17.0,6.0,2.0,16.0,109,Detroit Pistons,0.474,0.426,10.0,34.0,30.0,10.0,6.0,124,Regular Season
Sacramento Kings,2018-11-09,W,0.453,0.375,12.0,37.0,25.0,7.0,6.0,13.0,121,Minnesota Timberwolves,0.415,0.28,15.0,37.0,20.0,6.0,1.0,110,Regular Season
Utah Jazz,2018-11-09,W,0.558,0.382,8.0,37.0,29.0,4.0,4.0,17.0,123,Boston Celtics,0.443,0.395,5.0,23.0,31.0,11.0,3.0,115,Regular Season
Orlando Magic,2018-11-09,W,0.512,0.419,10.0,31.0,26.0,8.0,6.0,16.0,117,Washington Wizards,0.512,0.407,6.0,29.0,24.0,8.0,3.0,108,Regular Season
Philadelphia 76ers,2018-11-09,W,0.479,0.324,13.0,46.0,33.0,3.0,15.0,17.0,133,Charlotte Hornets,0.391,0.4,14.0,35.0,25.0,10.0,5.0,132,Regular Season
Denver Nuggets,2018-11-09,L,0.46,0.278,15.0,39.0,20.0,3.0,5.0,13.0,110,Brooklyn Nets,0.409,0.364,12.0,30.0,21.0,7.0,9.0,112,Regular Season
Miami Heat,2018-11-09,L,0.45,0.519,9.0,29.0,27.0,6.0,6.0,24.0,102,Indiana Pacers,0.544,0.35,6.0,33.0,20.0,10.0,5.0,110,Regular Season
Dallas Mavericks,2018-11-10,W,0.558,0.483,4.0,34.0,31.0,9.0,5.0,16.0,111,Oklahoma City Thunder,0.392,0.265,26.0,27.0,17.0,9.0,2.0,96,Regular Season
Chicago Bulls,2018-11-10,W,0.476,0.389,5.0,33.0,20.0,7.0,5.0,11.0,99,Cleveland Cavaliers,0.429,0.381,15.0,38.0,15.0,5.0,6.0,98,Regular Season
Sacramento Kings,2018-11-10,L,0.348,0.24,13.0,37.0,11.0,7.0,5.0,19.0,86,Los Angeles Lakers,0.414,0.316,17.0,42.0,23.0,11.0,3.0,101,Regular Season
Toronto Raptors,2018-11-10,W,0.532,0.4,12.0,34.0,24.0,8.0,4.0,15.0,128,New York Knicks,0.458,0.273,16.0,31.0,18.0,12.0,6.0,112,Regular Season
New Orleans Pelicans,2018-11-10,W,0.488,0.44,16.0,38.0,28.0,7.0,7.0,18.0,119,Phoenix Suns,0.407,0.278,10.0,27.0,16.0,10.0,7.0,99,Regular Season
Golden State Warriors,2018-11-10,W,0.554,0.438,6.0,30.0,27.0,9.0,7.0,10.0,116,Brooklyn Nets,0.468,0.292,12.0,29.0,20.0,7.0,2.0,100,Regular Season
San Antonio Spurs,2018-11-10,W,0.446,0.5,8.0,38.0,17.0,3.0,5.0,16.0,96,Houston Rockets,0.333,0.22,15.0,34.0,11.0,10.0,5.0,89,Regular Season
Miami Heat,2018-11-10,L,0.443,0.364,14.0,24.0,25.0,5.0,5.0,19.0,110,Washington Wizards,0.482,0.364,16.0,32.0,14.0,8.0,5.0,116,Regular Season
LA Clippers,2018-11-10,W,0.465,0.412,10.0,44.0,26.0,6.0,6.0,18.0,128,Milwaukee Bucks,0.448,0.348,15.0,37.0,31.0,11.0,8.0,126,Regular Season
Memphis Grizzlies,2018-11-10,W,0.437,0.367,15.0,30.0,16.0,9.0,3.0,11.0,112,Philadelphia 76ers,0.518,0.258,8.0,40.0,27.0,10.0,6.0,106,Regular Season
New York Knicks,2018-11-11,L,0.352,0.179,13.0,41.0,13.0,4.0,15.0,19.0,89,Orlando Magic,0.449,0.405,10.0,42.0,31.0,10.0,9.0,115,Regular Season
Houston Rockets,2018-11-11,W,0.486,0.426,8.0,30.0,18.0,6.0,5.0,17.0,115,Indiana Pacers,0.462,0.379,5.0,30.0,24.0,10.0,6.0,103,Regular Season
Portland Trail Blazers,2018-11-11,W,0.453,0.389,15.0,40.0,22.0,4.0,2.0,21.0,100,Boston Celtics,0.387,0.333,11.0,31.0,19.0,11.0,5.0,94,Regular Season
Detroit Pistons,2018-11-11,L,0.365,0.273,22.0,29.0,21.0,5.0,4.0,10.0,103,Charlotte Hornets,0.506,0.393,6.0,40.0,24.0,6.0,8.0,113,Regular Season
Los Angeles Lakers,2018-11-11,W,0.424,0.368,17.0,31.0,28.0,12.0,9.0,23.0,107,Atlanta Hawks,0.432,0.351,10.0,34.0,25.0,11.0,4.0,106,Regular Season
Denver Nuggets,2018-11-11,L,0.461,0.474,10.0,29.0,27.0,8.0,5.0,10.0,114,Milwaukee Bucks,0.571,0.5,5.0,36.0,27.0,10.0,7.0,121,Regular Season
Toronto Raptors,2018-11-12,L,0.402,0.289,13.0,30.0,22.0,9.0,5.0,11.0,110,New Orleans Pelicans,0.545,0.37,14.0,40.0,30.0,2.0,4.0,126,Regular Season
Washington Wizards,2018-11-12,W,0.506,0.394,7.0,34.0,24.0,8.0,7.0,12.0,117,Orlando Magic,0.483,0.5,8.0,26.0,28.0,5.0,6.0,109,Regular Season
LA Clippers,2018-11-12,W,0.473,0.25,6.0,43.0,23.0,11.0,5.0,17.0,121,Golden State Warriors,0.468,0.387,11.0,35.0,27.0,7.0,8.0,116,Regular Season
Sacramento Kings,2018-11-12,W,0.5,0.458,7.0,38.0,27.0,12.0,3.0,13.0,104,San Antonio Spurs,0.437,0.323,9.0,34.0,25.0,5.0,4.0,99,Regular Season
Miami Heat,2018-11-12,L,0.481,0.419,8.0,32.0,19.0,5.0,6.0,15.0,114,Philadelphia 76ers,0.47,0.417,10.0,32.0,24.0,5.0,0.0,124,Regular Season
Memphis Grizzlies,2018-11-12,L,0.418,0.167,8.0,34.0,19.0,7.0,9.0,16.0,88,Utah Jazz,0.39,0.281,13.0,36.0,19.0,7.0,6.0,96,Regular Season
Oklahoma City Thunder,2018-11-12,W,0.467,0.481,12.0,30.0,23.0,12.0,6.0,14.0,118,Phoenix Suns,0.481,0.269,10.0,27.0,25.0,5.0,5.0,101,Regular Season
Chicago Bulls,2018-11-12,L,0.393,0.242,8.0,37.0,16.0,11.0,3.0,17.0,98,Dallas Mavericks,0.468,0.303,7.0,42.0,18.0,11.0,7.0,103,Regular Season
Minnesota Timberwolves,2018-11-12,W,0.525,0.435,9.0,43.0,26.0,8.0,6.0,23.0,120,Brooklyn Nets,0.396,0.36,19.0,23.0,28.0,10.0,2.0,113,Regular Season
Denver Nuggets,2018-11-13,L,0.5,0.44,7.0,24.0,27.0,11.0,2.0,16.0,99,Houston Rockets,0.549,0.351,6.0,26.0,23.0,7.0,6.0,109,Regular Season
Cleveland Cavaliers,2018-11-13,W,0.529,0.542,14.0,46.0,23.0,5.0,3.0,20.0,113,Charlotte Hornets,0.347,0.195,12.0,25.0,22.0,12.0,4.0,89,Regular Season
Golden State Warriors,2018-11-13,W,0.429,0.444,13.0,35.0,28.0,8.0,6.0,13.0,110,Atlanta Hawks,0.449,0.375,10.0,32.0,25.0,9.0,2.0,103,Regular Season
Los Angeles Lakers,2018-11-14,W,0.473,0.469,11.0,37.0,25.0,11.0,6.0,13.0,126,Portland Trail Blazers,0.441,0.424,11.0,36.0,24.0,8.0,10.0,117,Regular Season
Toronto Raptors,2018-11-14,L,0.489,0.2,12.0,37.0,23.0,9.0,3.0,20.0,104,Detroit Pistons,0.484,0.303,7.0,32.0,24.0,8.0,5.0,106,Regular Season
Washington Wizards,2018-11-14,W,0.478,0.325,12.0,32.0,30.0,17.0,3.0,18.0,119,Cleveland Cavaliers,0.455,0.19,9.0,33.0,22.0,12.0,6.0,95,Regular Season
Brooklyn Nets,2018-11-14,L,0.406,0.286,16.0,30.0,17.0,10.0,2.0,15.0,107,Miami Heat,0.541,0.276,6.0,41.0,23.0,6.0,6.0,120,Regular Season
Milwaukee Bucks,2018-11-14,L,0.506,0.257,9.0,35.0,22.0,5.0,8.0,16.0,113,Memphis Grizzlies,0.506,0.389,4.0,30.0,24.0,8.0,4.0,116,Regular Season
Minnesota Timberwolves,2018-11-14,W,0.411,0.438,11.0,36.0,29.0,14.0,6.0,16.0,107,New Orleans Pelicans,0.426,0.321,10.0,36.0,25.0,7.0,6.0,100,Regular Season
Phoenix Suns,2018-11-14,W,0.56,0.484,5.0,33.0,27.0,9.0,4.0,16.0,116,San Antonio Spurs,0.422,0.304,13.0,30.0,16.0,7.0,4.0,96,Regular Season
Oklahoma City Thunder,2018-11-14,W,0.537,0.485,13.0,34.0,32.0,11.0,7.0,16.0,128,New York Knicks,0.443,0.269,9.0,27.0,18.0,8.0,8.0,103,Regular Season
Dallas Mavericks,2018-11-14,W,0.584,0.429,7.0,44.0,24.0,12.0,6.0,20.0,118,Utah Jazz,0.309,0.171,8.0,25.0,16.0,11.0,3.0,68,Regular Season
Orlando Magic,2018-11-14,W,0.5,0.429,5.0,32.0,23.0,7.0,4.0,11.0,111,Philadelphia 76ers,0.477,0.483,10.0,31.0,32.0,2.0,3.0,106,Regular Season
Boston Celtics,2018-11-14,W,0.467,0.441,8.0,43.0,27.0,12.0,5.0,14.0,111,Chicago Bulls,0.393,0.304,7.0,40.0,16.0,8.0,3.0,82,Regular Season
Denver Nuggets,2018-11-15,W,0.564,0.419,11.0,45.0,34.0,12.0,6.0,15.0,138,Atlanta Hawks,0.348,0.214,15.0,28.0,20.0,7.0,5.0,93,Regular Season
Houston Rockets,2018-11-15,W,0.402,0.34,14.0,27.0,20.0,8.0,4.0,8.0,107,Golden State Warriors,0.421,0.222,12.0,32.0,18.0,2.0,5.0,86,Regular Season
LA Clippers,2018-11-15,W,0.471,0.348,9.0,41.0,23.0,2.0,3.0,12.0,116,San Antonio Spurs,0.402,0.31,15.0,30.0,19.0,7.0,6.0,111,Regular Season
Indiana Pacers,2018-11-16,W,0.444,0.519,4.0,43.0,22.0,10.0,6.0,19.0,99,Miami Heat,0.376,0.389,13.0,38.0,21.0,10.0,5.0,91,Regular Season
Milwaukee Bucks,2018-11-16,W,0.505,0.419,11.0,44.0,28.0,8.0,8.0,17.0,123,Chicago Bulls,0.436,0.394,4.0,32.0,22.0,8.0,3.0,104,Regular Season
Philadelphia 76ers,2018-11-16,W,0.506,0.478,10.0,31.0,25.0,7.0,5.0,18.0,113,Utah Jazz,0.466,0.182,10.0,29.0,15.0,10.0,4.0,107,Regular Season
New Orleans Pelicans,2018-11-16,W,0.485,0.294,11.0,43.0,27.0,5.0,5.0,15.0,129,New York Knicks,0.49,0.324,12.0,32.0,15.0,10.0,6.0,124,Regular Season
Boston Celtics,2018-11-16,W,0.528,0.346,9.0,37.0,25.0,9.0,6.0,18.0,123,Toronto Raptors,0.433,0.276,11.0,32.0,20.0,12.0,4.0,116,Regular Season
Memphis Grizzlies,2018-11-16,W,0.506,0.44,9.0,31.0,24.0,11.0,5.0,16.0,112,Sacramento Kings,0.463,0.364,9.0,33.0,23.0,9.0,2.0,104,Regular Season
Minnesota Timberwolves,2018-11-16,W,0.5,0.429,9.0,34.0,28.0,11.0,4.0,12.0,112,Portland Trail Blazers,0.42,0.276,11.0,37.0,16.0,6.0,1.0,96,Regular Season
Washington Wizards,2018-11-16,L,0.425,0.167,12.0,35.0,18.0,5.0,4.0,13.0,104,Brooklyn Nets,0.422,0.273,13.0,34.0,19.0,8.0,3.0,115,Regular Season
Indiana Pacers,2018-11-17,W,0.402,0.4,10.0,43.0,25.0,11.0,6.0,24.0,97,Atlanta Hawks,0.356,0.276,5.0,36.0,20.0,15.0,6.0,89,Regular Season
Houston Rockets,2018-11-17,W,0.568,0.426,6.0,35.0,27.0,9.0,10.0,22.0,132,Sacramento Kings,0.451,0.314,13.0,26.0,23.0,10.0,3.0,112,Regular Season
Charlotte Hornets,2018-11-17,L,0.424,0.323,9.0,40.0,23.0,10.0,3.0,17.0,119,Philadelphia 76ers,0.419,0.314,9.0,44.0,23.0,9.0,6.0,122,Regular Season
Orlando Magic,2018-11-17,W,0.538,0.344,11.0,30.0,28.0,5.0,8.0,13.0,130,Los Angeles Lakers,0.478,0.333,8.0,33.0,22.0,5.0,6.0,117,Regular Season
Dallas Mavericks,2018-11-17,W,0.465,0.294,8.0,38.0,18.0,6.0,5.0,10.0,112,Golden State Warriors,0.447,0.273,12.0,35.0,24.0,6.0,6.0,109,Regular Season
Chicago Bulls,2018-11-17,L,0.349,0.296,7.0,27.0,21.0,13.0,3.0,22.0,83,Toronto Raptors,0.539,0.4,8.0,46.0,31.0,14.0,10.0,122,Regular Season
Phoenix Suns,2018-11-17,L,0.451,0.414,4.0,27.0,25.0,14.0,6.0,15.0,100,Oklahoma City Thunder,0.447,0.292,14.0,38.0,17.0,9.0,7.0,110,Regular Season
New Orleans Pelicans,2018-11-17,W,0.483,0.4,10.0,36.0,29.0,6.0,8.0,11.0,125,Denver Nuggets,0.484,0.385,10.0,33.0,30.0,5.0,6.0,115,Regular Season
Boston Celtics,2018-11-17,L,0.385,0.152,17.0,34.0,16.0,11.0,4.0,14.0,86,Utah Jazz,0.449,0.289,7.0,39.0,23.0,11.0,4.0,98,Regular Season
Brooklyn Nets,2018-11-17,L,0.455,0.464,15.0,32.0,25.0,4.0,5.0,11.0,119,LA Clippers,0.505,0.478,9.0,29.0,23.0,4.0,1.0,127,Regular Season
San Antonio Spurs,2018-11-18,W,0.446,0.417,11.0,37.0,24.0,3.0,5.0,11.0,104,Golden State Warriors,0.407,0.192,10.0,36.0,20.0,6.0,4.0,92,Regular Season
Washington Wizards,2018-11-18,L,0.448,0.406,9.0,34.0,28.0,4.0,9.0,12.0,109,Portland Trail Blazers,0.453,0.367,9.0,43.0,26.0,4.0,3.0,119,Regular Season
Minnesota Timberwolves,2018-11-18,L,0.388,0.414,10.0,39.0,20.0,8.0,3.0,20.0,87,Memphis Grizzlies,0.427,0.429,10.0,33.0,26.0,11.0,9.0,100,Regular Season
Orlando Magic,2018-11-18,W,0.571,0.406,7.0,28.0,35.0,5.0,6.0,17.0,131,New York Knicks,0.46,0.333,17.0,25.0,12.0,7.0,2.0,117,Regular Season
Miami Heat,2018-11-18,L,0.402,0.406,12.0,36.0,20.0,3.0,5.0,14.0,97,Los Angeles Lakers,0.442,0.407,14.0,36.0,16.0,7.0,5.0,113,Regular Season
Philadelphia 76ers,2018-11-19,W,0.488,0.273,13.0,40.0,24.0,8.0,1.0,19.0,119,Phoenix Suns,0.506,0.394,5.0,26.0,25.0,9.0,4.0,114,Regular Season
Indiana Pacers,2018-11-19,W,0.527,0.48,11.0,33.0,35.0,13.0,3.0,9.0,121,Utah Jazz,0.486,0.44,3.0,33.0,26.0,6.0,10.0,94,Regular Season
Atlanta Hawks,2018-11-19,L,0.446,0.316,16.0,35.0,29.0,6.0,6.0,16.0,119,LA Clippers,0.43,0.303,15.0,37.0,24.0,9.0,8.0,127,Regular Season
Memphis Grizzlies,2018-11-19,W,0.468,0.4,5.0,40.0,29.0,8.0,11.0,16.0,98,Dallas Mavericks,0.341,0.313,7.0,36.0,17.0,8.0,4.0,88,Regular Season
Sacramento Kings,2018-11-19,W,0.441,0.421,14.0,45.0,29.0,7.0,4.0,15.0,117,Oklahoma City Thunder,0.417,0.293,13.0,40.0,22.0,8.0,3.0,113,Regular Season
New Orleans Pelicans,2018-11-19,W,0.578,0.385,14.0,28.0,34.0,10.0,5.0,11.0,140,San Antonio Spurs,0.479,0.5,18.0,26.0,22.0,7.0,0.0,126,Regular Season
Charlotte Hornets,2018-11-19,W,0.483,0.366,8.0,36.0,18.0,5.0,3.0,14.0,117,Boston Celtics,0.506,0.281,8.0,33.0,31.0,9.0,6.0,112,Regular Season
Detroit Pistons,2018-11-19,W,0.461,0.342,13.0,37.0,26.0,5.0,4.0,12.0,113,Cleveland Cavaliers,0.443,0.381,11.0,25.0,16.0,8.0,3.0,102,Regular Season
Milwaukee Bucks,2018-11-19,W,0.455,0.306,13.0,38.0,21.0,8.0,3.0,18.0,104,Denver Nuggets,0.426,0.293,13.0,30.0,30.0,6.0,4.0,98,Regular Season
Washington Wizards,2018-11-20,W,0.43,0.333,11.0,33.0,27.0,11.0,8.0,7.0,125,LA Clippers,0.517,0.407,7.0,37.0,20.0,6.0,4.0,118,Regular Season
Orlando Magic,2018-11-20,L,0.405,0.267,11.0,38.0,24.0,5.0,4.0,14.0,91,Toronto Raptors,0.448,0.265,6.0,37.0,23.0,7.0,5.0,93,Regular Season
New York Knicks,2018-11-20,L,0.506,0.448,10.0,32.0,22.0,8.0,5.0,15.0,114,Portland Trail Blazers,0.474,0.457,14.0,29.0,25.0,8.0,4.0,118,Regular Season
Miami Heat,2018-11-20,L,0.36,0.219,18.0,34.0,18.0,5.0,6.0,14.0,92,Brooklyn Nets,0.432,0.258,13.0,40.0,17.0,6.0,4.0,104,Regular Season
Utah Jazz,2018-11-21,L,0.432,0.308,12.0,34.0,21.0,7.0,7.0,10.0,110,Sacramento Kings,0.528,0.44,8.0,40.0,27.0,5.0,4.0,119,Regular Season
San Antonio Spurs,2018-11-21,L,0.427,0.318,10.0,33.0,21.0,4.0,5.0,9.0,103,Memphis Grizzlies,0.481,0.32,4.0,36.0,21.0,4.0,7.0,104,Regular Season
Golden State Warriors,2018-11-21,L,0.434,0.241,7.0,35.0,24.0,7.0,10.0,17.0,95,Oklahoma City Thunder,0.481,0.371,18.0,43.0,29.0,10.0,5.0,123,Regular Season
Atlanta Hawks,2018-11-21,L,0.452,0.278,9.0,25.0,24.0,10.0,7.0,9.0,108,Toronto Raptors,0.533,0.379,14.0,41.0,33.0,6.0,1.0,124,Regular Season
Houston Rockets,2018-11-21,W,0.556,0.394,5.0,31.0,18.0,8.0,7.0,15.0,126,Detroit Pistons,0.471,0.471,15.0,22.0,20.0,8.0,1.0,124,Regular Season
Chicago Bulls,2018-11-21,W,0.568,0.44,4.0,35.0,28.0,8.0,2.0,17.0,124,Phoenix Suns,0.49,0.294,6.0,30.0,28.0,9.0,5.0,116,Regular Season
Dallas Mavericks,2018-11-21,W,0.487,0.407,8.0,37.0,21.0,10.0,3.0,13.0,119,Brooklyn Nets,0.447,0.333,16.0,26.0,23.0,8.0,2.0,113,Regular Season
Cleveland Cavaliers,2018-11-21,L,0.382,0.382,15.0,31.0,18.0,3.0,2.0,3.0,105,Los Angeles Lakers,0.513,0.36,7.0,44.0,23.0,2.0,9.0,109,Regular Season
Charlotte Hornets,2018-11-21,W,0.563,0.621,6.0,30.0,30.0,7.0,3.0,12.0,127,Indiana Pacers,0.488,0.333,10.0,27.0,26.0,5.0,7.0,109,Regular Season
Philadelphia 76ers,2018-11-21,W,0.449,0.345,11.0,36.0,27.0,7.0,7.0,16.0,121,New Orleans Pelicans,0.429,0.367,20.0,34.0,24.0,8.0,8.0,120,Regular Season
Milwaukee Bucks,2018-11-21,W,0.528,0.333,13.0,46.0,34.0,8.0,2.0,14.0,143,Portland Trail Blazers,0.366,0.22,10.0,30.0,13.0,8.0,6.0,100,Regular Season
Minnesota Timberwolves,2018-11-21,L,0.443,0.281,8.0,32.0,24.0,8.0,3.0,18.0,101,Denver Nuggets,0.472,0.4,9.0,31.0,29.0,12.0,4.0,103,Regular Season
Boston Celtics,2018-11-21,L,0.392,0.303,15.0,35.0,30.0,10.0,9.0,8.0,109,New York Knicks,0.494,0.5,9.0,40.0,25.0,3.0,11.0,117,Regular Season
Oklahoma City Thunder,2018-11-23,W,0.441,0.333,11.0,35.0,24.0,6.0,2.0,14.0,109,Charlotte Hornets,0.457,0.194,11.0,35.0,24.0,8.0,5.0,104,Regular Season
Detroit Pistons,2018-11-23,W,0.455,0.259,14.0,35.0,18.0,11.0,5.0,14.0,116,Houston Rockets,0.418,0.278,17.0,27.0,22.0,6.0,7.0,111,Regular Season
Chicago Bulls,2018-11-23,L,0.372,0.25,11.0,40.0,23.0,8.0,6.0,17.0,96,Miami Heat,0.425,0.294,10.0,38.0,20.0,10.0,11.0,103,Regular Season
LA Clippers,2018-11-23,W,0.426,0.348,8.0,40.0,26.0,6.0,5.0,11.0,112,Memphis Grizzlies,0.457,0.333,6.0,41.0,29.0,6.0,7.0,107,Regular Season
Toronto Raptors,2018-11-23,W,0.495,0.436,13.0,37.0,32.0,5.0,6.0,15.0,125,Washington Wizards,0.4,0.196,14.0,30.0,28.0,8.0,7.0,107,Regular Season
Milwaukee Bucks,2018-11-23,L,0.483,0.227,7.0,36.0,30.0,6.0,7.0,14.0,114,Phoenix Suns,0.5,0.346,6.0,34.0,21.0,8.0,4.0,116,Regular Season
Los Angeles Lakers,2018-11-23,W,0.456,0.304,5.0,42.0,10.0,11.0,5.0,24.0,90,Utah Jazz,0.388,0.174,7.0,34.0,22.0,12.0,3.0,83,Regular Season
Denver Nuggets,2018-11-23,W,0.473,0.321,12.0,39.0,33.0,10.0,5.0,11.0,112,Orlando Magic,0.405,0.25,4.0,33.0,24.0,7.0,2.0,87,Regular Season
Philadelphia 76ers,2018-11-23,L,0.533,0.364,4.0,27.0,27.0,5.0,2.0,10.0,112,Cleveland Cavaliers,0.527,0.5,14.0,28.0,16.0,7.0,1.0,121,Regular Season
Golden State Warriors,2018-11-23,W,0.565,0.531,6.0,37.0,29.0,11.0,10.0,15.0,125,Portland Trail Blazers,0.409,0.375,12.0,27.0,22.0,9.0,2.0,97,Regular Season
Atlanta Hawks,2018-11-23,L,0.432,0.171,5.0,35.0,22.0,9.0,7.0,21.0,96,Boston Celtics,0.462,0.325,7.0,36.0,31.0,11.0,7.0,114,Regular Season
New York Knicks,2018-11-23,W,0.451,0.364,12.0,34.0,22.0,9.0,10.0,9.0,114,New Orleans Pelicans,0.396,0.25,20.0,35.0,26.0,5.0,5.0,109,Regular Season
Brooklyn Nets,2018-11-23,L,0.418,0.311,9.0,37.0,26.0,2.0,4.0,19.0,102,Minnesota Timberwolves,0.478,0.36,9.0,29.0,25.0,15.0,4.0,112,Regular Season
Indiana Pacers,2018-11-23,L,0.465,0.125,11.0,34.0,31.0,9.0,2.0,12.0,100,San Antonio Spurs,0.506,0.476,9.0,37.0,28.0,3.0,4.0,111,Regular Season
